name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Staff of Domination",3,"Artifact",,"brr","56",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",104530,false,false,"Ben Thompson"
"Starfall Invocation",5,"Sorcery",W,"blb","34",rare,White,Owned,Non-foil,mainboard,false,,,"","",129313,false,false,"Rob Rey"
"Starfield Vocalist",4,"Creature - Human Bard",U,"eoe","78",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",142769,false,false,"Nathaniel Himawan"
"Static Orb",3,"Artifact",,"7ed","319",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",15870,false,false,"Terese Nielsen"
"Stinkweed Imp",3,"Creature - Imp",B,"rav","107",special,Black,Owned,Non-foil,mainboard,false,,,"","",23280,false,false,"Edward P. Beard, Jr."
"Storm-Kiln Artist",4,"Creature - Dwarf Shaman",R,"otc","181",uncommon,Red,Owned,Non-foil,mainboard,false,,,"","",124821,false,false,"Manuel Castañón"
"Stormscale Scion",6,"Creature - Dragon",R,"tdm","123",mythic,Red,Owned,Non-foil,mainboard,false,,,"","",139199,false,false,"Andrew Mar"
"Stormsplitter",4,"Creature - Otter Wizard",R,"blb","154",mythic,Red,Owned,Non-foil,mainboard,false,,,"","",129553,false,false,"Lius Lasahido"
"Strip Mine",0,"Land",,"ath","77",mythic,Lands,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Daniel Gelon"
"Strix Serenade",1,"Instant",U,"mh3","71",rare,Blue,Owned,Foil,mainboard,false,,,"","",126159,false,false,"Filipe Pagliuso"
"Stroke of Midnight",3,"Instant",W,"woe","33",uncommon,White,Owned,Non-foil,mainboard,false,,,"","",116358,false,false,"Julia Metzger"
"Stunt Double",4,"Creature - Shapeshifter",U,"cn2","38",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Joseph Meehan"
"Subtlety",4,"Creature - Elemental Incarnation",U,"mh2","67",mythic,Blue,Owned,Non-foil,mainboard,false,,,"","",90507,false,false,"Anastasia Ovchinnikova"
"Summon the Pack",8,"Sorcery",B,"ust","74",mythic,Black,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Matt Cavotta"
"Summoner's Pact",0,"Instant",G,"tsr","234",rare,Green,Owned,Non-foil,mainboard,false,,,"","",86843,false,false,"Chippy"
"Sundering Titan",8,"Artifact Creature - Golem",,"a25","233",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",67380,false,false,"Grzegorz Rutkowski"
"Superior Spider-Man",4,"Legendary Creature - Spider Human Hero",BU,"spm","155",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",153553,false,false,"Carlos Dattoli"
"Supreme Verdict",4,"Sorcery",UW,"rtr","201",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",46483,false,false,"Sam Burley"
"Survival of the Fittest",2,"Enchantment",G,"exo","129",rare,Green,Proxied,Non-foil,mainboard,false,,,"","",10709,false,false,"Pete Venters"
"Swan Song",1,"Instant",U,"ths","65",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",50440,false,false,"Peter Mohrbacher"
"Swift Reconfiguration",1,"Enchantment - Aura",W,"nec","10",rare,White,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Nicholas Gregory"
"Swiftfoot Boots",2,"Artifact - Equipment",,"tdc","328",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",138597,false,false,"Svetlin Velinov"
"Sword of Feast and Famine",3,"Artifact - Equipment",,"2xm","296",mythic,null,Proxied,Non-foil,mainboard,false,,,"","",82626,false,false,"Chris Rahn"
"Swords to Plowshares",1,"Instant",W,"ncc","211",uncommon,White,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Jesper Ejsing"
"Sylvan Library",2,"Enchantment",G,"dmr","179",mythic,Green,Proxied,Non-foil,mainboard,false,,,"","",107847,false,false,"Yeong-Hao Han"
"Sylvan Safekeeper",1,"Creature - Human Wizard",G,"mh3","287",rare,Green,Owned,Foil,mainboard,false,,,"","",125985,false,false,"Magali Villeneuve"
"Talion, the Kindly Lord",4,"Legendary Creature - Faerie Noble",BU,"woe","215",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",116774,false,false,"Justyna Dura"
"Talisman of Conviction",2,"Artifact",RW,"cmm","978",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",114297,false,false,"Lindsey Look"
"Talisman of Creativity",2,"Artifact",RU,"m3c","308",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",127161,false,false,"Lindsey Look"
"Talisman of Curiosity",2,"Artifact",GU,"m3c","309",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",127163,false,false,"Lindsey Look"
"Talisman of Dominance",2,"Artifact",BU,"m3c","310",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",127165,false,false,"Mike Dringenberg"
"Talisman of Hierarchy",2,"Artifact",BW,"lcc","315",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",119030,false,false,"Lindsey Look"
"Talisman of Impulse",2,"Artifact",GR,"blc","287",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",128721,false,false,"Mike Dringenberg"
"Talisman of Indulgence",2,"Artifact",BR,"m3c","312",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",127169,false,false,"Mike Dringenberg"
"Talisman of Progress",2,"Artifact",UW,"cmm","980",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",114301,false,false,"Mike Dringenberg"
"Talisman of Resilience",2,"Artifact",BG,"m3c","314",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",127173,false,false,"Lindsey Look"
"Talisman of Unity",2,"Artifact",GW,"mkc","244",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",122636,false,false,"Mike Dringenberg"
"Talon Gates of Madara",0,"Land - Gate",,"m3c","134",rare,Lands,Proxied,Non-foil,mainboard,false,,,"","",127467,false,false,"Steven Belledin"
"Tameshi, Reality Architect",3,"Legendary Creature - Moonfolk Wizard",UW,"neo","82",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",97084,false,false,"Scott M. Fischer"
"Tamiyo, Inquisitive Student",1,"Legendary Creature - Moonfolk Wizard",GU,"mh3","242",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",126513,false,false,"Magali Villeneuve"
"Tana, the Bloodsower",4,"Legendary Creature - Elf Druid",GR,"c16","45",mythic,Multicolored,Owned,Foil,mainboard,false,,,"","",-1,false,false,"Magali Villeneuve"
"Tangle Wire",3,"Artifact",,"nem","139",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",13809,false,false,"Glen Angus"
"Tarnation Vista",0,"Land",,"big","30",mythic,null,Owned,Foil,mainboard,false,,,"","",125421,false,false,"Alayna Danner"
"Tarnished Citadel",0,"Land",,"ody","329",rare,null,Owned,Non-foil,mainboard,false,,,"","",16437,false,false,"David Martin"
"Tasigur, the Golden Fang",6,"Legendary Creature - Human Shaman",BGU,"frf","87",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",55338,false,false,"Chris Rahn"
"Tataru Taru",2,"Legendary Creature - Dwarf Advisor",W,"fic","30",rare,White,Owned,Non-foil,mainboard,false,,,"","",140051,false,false,"Livia Prima"
"Tayam, Luminous Enigma",4,"Legendary Creature - Nightmare Beast",BGW,"c20","16",mythic,Multicolored,Owned,Foil,mainboard,false,,,"","",80755,false,false,"Sam Burley"
"Teferi, Hero of Dominaria",5,"Legendary Planeswalker - Teferi",UW,"dom","207",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",67879,false,false,"Chris Rallis"
"Teferi, Time Raveler",3,"Legendary Planeswalker - Teferi",UW,"rvr","232",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",120991,false,false,"Chris Rallis"
"Temporal Manipulation",5,"Sorcery",U,"j15","1",rare,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Franz Vohwinkel"
"Tendrils of Agony",4,"Sorcery",B,"sta","97",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",99593,false,false,"Daken"
"Terra, Herald of Hope",3,"Legendary Creature - Human Wizard Warrior",BRW,"fic","223",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Marta Nael"
"Terror of the Peaks",5,"Creature - Dragon",R,"otj","149",mythic,Red,Proxied,Non-foil,mainboard,false,,,"","",124209,false,false,"Joshua Raphael"
"Teshar, Ancestor's Apostle",4,"Legendary Creature - Bird Cleric",W,"cmm","65",uncommon,White,Owned,Non-foil,mainboard,false,,,"","",115229,false,false,"Even Amundsen"
"Teval, Arbiter of Virtue",5,"Legendary Creature - Spirit Dragon",BGU,"tdm","230",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",139425,false,false,"Alexander Ostrowski"
"Tevesh Szat, Doom of Fools",5,"Legendary Planeswalker - Szat",B,"cmr","153",mythic,Black,Owned,Non-foil,mainboard,false,,,"","",85088,false,false,"Livia Prima"
"Tezzeret the Seeker",5,"Legendary Planeswalker - Tezzeret",U,"ala","60",mythic,Blue,Owned,Non-foil,mainboard,false,,,"","",30979,false,false,"Anthony Francisco"
"Tezzeret, Cruel Captain",3,"Legendary Planeswalker - Tezzeret",,"eoe","2",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",142617,false,false,"Chris Rahn"
"Thalia and The Gitrog Monster",4,"Legendary Creature - Human Frog Horror",BGW,"mom","255",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",110424,false,false,"Howard Lyon"
"Thalia, Guardian of Thraben",2,"Legendary Creature - Human Soldier",W,"vow","38",rare,White,Owned,Non-foil,mainboard,false,,,"","",94372,false,false,"Magali Villeneuve"
"Thassa's Oracle",2,"Creature - Merfolk Wizard",U,"thb","73",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",79270,false,false,"Jesper Ejsing"
"The Cabbage Merchant",3,"Legendary Creature - Human Citizen",G,"tle","134",rare,null,Owned,Non-foil,mainboard,false,,,"","",145666,false,false,"Patrick Gañas"
"The First Sliver",5,"Legendary Creature - Sliver",BGRUW,"h1r","26",mythic,Multicolored,Owned,Etched,mainboard,false,,,"","",-1,false,false,"Svetlin Velinov"
"The Gitrog Monster",5,"Legendary Creature - Frog Horror",BG,"blc","88",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",128297,false,false,"Nils Hamm"
"The Master of Keys",3,"Legendary Enchantment Creature - Horror",BUW,"dsc","4",mythic,null,Owned,Non-foil,mainboard,false,,,"","",131409,false,false,"Wisnu Tan"
"The Meathook Massacre",2,"Legendary Enchantment",B,"mid","112",mythic,Black,Proxied,Non-foil,mainboard,false,,,"","",93186,false,false,"Chris Seaman"
"The Necrobloom",4,"Legendary Creature - Plant",BGW,"mh3","194",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",126405,false,false,"Igor Krstic"
"The One Ring",4,"Legendary Artifact",,"ltr","246",mythic,Colorless,Proxied,Non-foil,mainboard,false,,,"","",112402,false,false,"Veli Nyström"
"The Tabernacle at Pendrell Vale",0,"Legendary Land",,"prm","60450",rare,Lands,Proxied,Non-foil,mainboard,false,,,"","",60450,false,false,"Richard Wright"
"The Wandering Emperor",4,"Legendary Planeswalker",W,"neo","42",mythic,White,Owned,Non-foil,mainboard,false,,,"","",96998,false,false,"Tommy Arnold"
"Thespian's Stage",0,"Land",,"sld","1607",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Billy Christian"
"Thorn of Amethyst",2,"Artifact",,"brr","60",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",104538,false,false,"Chuck Lukacs"
"Thoughtseize",1,"Sorcery",B,"ima","110",rare,Black,Owned,Non-foil,mainboard,false,,,"","",66099,false,false,"Aleksi Briclot"
"Thrasios, Triton Hero",2,"Legendary Creature - Merfolk Wizard",GU,"spg","16",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",117398,false,false,"Caroline Gariba"
"Tibalt's Trickery",2,"Instant",R,"khm","153",rare,Red,Owned,Non-foil,mainboard,false,,,"","",87641,false,false,"Anna Podedworna"
"Tidespout Tyrant",8,"Creature - Djinn",U,"bbd","134",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",68996,false,false,"Viktor Titov"
"Time Sieve",2,"Artifact",BU,"arb","31",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",32488,false,false,"Franz Vohwinkel"
"Time Warp",5,"Sorcery",U,"m10","75",mythic,Blue,Owned,Non-foil,mainboard,false,,,"","",32953,false,false,"Jon Foster"
"Timeless Witness",4,"Creature - Human Shaman",G,"mh2","179",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",90735,false,false,"Deruchenko Alexander"
"Timetwister",3,"Sorcery",U,"vma","3",rare,Blue,Proxied,Non-foil,mainboard,false,,,"","",53119,false,false,"Matt Stewart"
"Tinder Wall",1,"Creature - Plant Wall",GR,"cst","270",common,Multicolored,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Rick Emond"
"Tinker",3,"Sorcery",U,"ulg","45",uncommon,Blue,Owned,Non-foil,mainboard,false,,,"","",12623,false,false,"Mike Raabe"
"Tireless Provisioner",3,"Creature - Elf Scout",G,"moc","313",uncommon,Green,Owned,Non-foil,mainboard,false,,,"","",111082,false,false,"Josu Hernaiz"
"Tivit, Seller of Secrets",6,"Legendary Creature - Sphinx Rogue",BUW,"ncc","10",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",99515,false,false,"Chris Rahn"
"Tolarian Academy",0,"Legendary Land",U,"usg","330",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",11931,false,false,"Stephen Daniele"
"Toph, the First Metalbender",4,"Legendary Creature - Human Warrior Ally",GRW,"tla","247",rare,null,Owned,Non-foil,mainboard,false,,,"","",144986,false,false,"Eilene Cherie"
"Touch the Spirit Realm",2,"Enchantment",W,"neo","40",uncommon,White,Owned,Foil,mainboard,false,,,"","",96994,false,false,"Marta Nael"
"Toxic Deluge",3,"Sorcery",B,"c13","96",rare,Black,Owned,Non-foil,mainboard,false,,,"","",51366,false,false,"Svetlin Velinov"
"Toxrill, the Corrosive",7,"Legendary Creature - Slug Horror",BU,"vow","132",mythic,null,Owned,Non-foil,mainboard,false,,,"","",94596,false,false,"Simon Dominic"
"Treasonous Ogre",4,"Creature - Ogre Shaman",R,"cns","36",uncommon,Red,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Randy Gallegos"
"Trickbind",2,"Instant",U,"tsp","88",rare,null,Owned,Non-foil,mainboard,false,,,"","",25553,false,false,"John Zeleznik"
"Trinisphere",3,"Artifact",,"2xm","303",mythic,Colorless,Proxied,Non-foil,mainboard,false,,,"","",82640,false,false,"Tim Hildebrandt"
"Twinferno",2,"Instant",R,"dmu","149",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",102774,false,false,"Justyna Dura"
"Twinflame",2,"Sorcery",R,"2x2","129",rare,Red,Owned,Non-foil,mainboard,false,,,"","",101742,false,false,"Chase Stone"
"Tymna the Weaver",3,"Legendary Creature - Human Cleric",BW,"c16","48",rare,Multicolored,Owned,Foil,mainboard,false,,,"","",-1,false,false,"Winona Nelson"
"Tyvar, Jubilant Brawler",3,"Legendary Planeswalker - Tyvar",BG,"one","218",rare,Multicolored,Owned,Foil,mainboard,false,,,"","",106651,false,false,"Victor Adame Minguez"
"Ugin, Eye of the Storms",7,"Legendary Planeswalker - Ugin",,"tdm","1",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",138945,false,false,"Joshua Raphael"
"Ukkima, Stalking Shadow",3,"Legendary Creature - Whale Wolf",BU,"otc","247",mythic,null,Owned,Non-foil,mainboard,false,,,"","",124957,false,false,"Daarken"
"Ulamog, the Ceaseless Hunger",10,"Legendary Creature - Eldrazi",,"bfz","15",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",58301,false,false,"Michael Komarck"
"Ulamog, the Infinite Gyre",11,"Legendary Creature - Eldrazi",,"2x2","3",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",101490,false,false,"Aleksi Briclot"
"Umbral Collar Zealot",2,"Creature - Human Cleric",B,"eoe","123",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",142859,false,false,"Dmitry Burmak"
"Underworld Breach",2,"Enchantment",R,"thb","161",rare,Red,Owned,Non-foil,mainboard,false,,,"","",79446,false,false,"Lie Setiawan"
"Untimely Malfunction",2,"Instant",R,"dsk","161",uncommon,Red,Owned,Non-foil,mainboard,false,,,"","",130453,false,false,"Jarel Threat"
"Unwanted Remake",1,"Instant",W,"dsk","306",uncommon,White,Owned,Foil,mainboard,false,,,"","",129867,false,false,"Ivan Shavrin"
"Urabrask",4,"Legendary Creature - Phyrexian Praetor",R,"mom","169",mythic,null,Owned,Non-foil,mainboard,false,,,"","",110204,false,false,"Campbell White"
"Uro, Titan of Nature's Wrath",3,"Legendary Creature - Elder Giant",GU,"thb","229",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",79582,false,false,"Vincent Proce"
"Urza, Lord High Artificer",4,"Legendary Creature - Human Artificer",U,"dmr","71",mythic,Blue,Owned,Foil,mainboard,false,,,"","",107631,false,false,"Grzegorz Rutkowski"
"Urza's Cave",0,"Land - Urza's Cave",,"mh3","234",uncommon,Lands,Owned,Non-foil,mainboard,false,,,"","",126487,false,false,"Mark Poole"
"Urza's Fun House",0,"Land - Urza's",,"unf","199",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Dmitry Burmak"
"Urza's Saga",0,"Enchantment Land - Urza's Saga",,"mh2","259",rare,Lands,Proxied,Non-foil,mainboard,false,,,"","",90899,false,false,"Titus Lunter"
"Valgavoth, Terror Eater",9,"Legendary Creature - Elder Demon",B,"dsk","120",mythic,Black,Owned,Non-foil,mainboard,false,,,"","",130371,false,false,"Antonio José Manzanedo"
"Vampiric Tutor",1,"Instant",B,"dmr","108",mythic,Black,Proxied,Non-foil,mainboard,false,,,"","",107705,false,false,"Raymond Swanland"
"Vial Smasher the Fierce",3,"Legendary Creature - Goblin Berserker",BR,"dsc","239",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",131103,false,false,"Deruchenko Alexander"
"Vibrance",5,"Creature - Elemental Incarnation",GR,"ecl","249",mythic,null,Owned,Non-foil,mainboard,false,,,"","",146891,false,false,"Jakub Kasper"
"Vilis, Broker of Blood",8,"Legendary Creature - Demon",B,"m20","122",rare,Black,Owned,Non-foil,mainboard,false,,,"","",73143,false,false,"Tyler Jacobson"
"Village Bell-Ringer",3,"Creature - Human Scout",W,"moc","216",common,White,Owned,Non-foil,mainboard,false,,,"","",110880,false,false,"David Palumbo"
"Viscera Seer",1,"Creature - Vampire Wizard",B,"cmr","158",common,Black,Owned,Non-foil,mainboard,false,,,"","",85098,false,false,"John Stanko"
"Vivi Ornitier",3,"Legendary Creature - Wizard",RU,"fin","248",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",141463,false,false,"Toni Infante"
"Vivien on the Hunt",6,"Legendary Planeswalker - Vivien",G,"snc","162",mythic,Green,Owned,Non-foil,mainboard,false,,,"","",98543,false,false,"Jake Murray"
"Voice of Victory",2,"Creature - Human Bard",W,"tdm","33",rare,White,Owned,Non-foil,mainboard,false,,,"","",139011,false,false,"Joshua Cairos"
"Walk-In Closet // Forgotten Cellar",8,"Enchantment - Room",G,"dsk","341",mythic,Green,Owned,Non-foil,mainboard,false,,,"","",130035,false,false,"Bastien Grivet"
"Walking Ballista",0,"Artifact Creature - Construct",,"j22","806",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Daniel Ljunggren"
"Wan Shi Tong, Librarian",2,"Legendary Creature - Bird Spirit",U,"tla","78",mythic,null,Proxied,Non-foil,mainboard,false,,,"","",144636,false,false,"Ryota Murayama"
"Wandering Archaic",5,"Creature - Avatar",,"stx","6",rare,Colorless,Owned,Foil,mainboard,false,,,"","",88487,false,false,"Wayne Reynolds"
"War Room",0,"Land",,"cmr","361",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",85504,false,false,"Milivoj Ćeran"
"Warren Soultrader",3,"Creature - Zombie Goblin Wizard",B,"mh3","110",rare,Black,Owned,Non-foil,mainboard,false,,,"","",126237,false,false,"Pete Venters"
"Wernog, Rider's Chaplain",2,"Legendary Creature - Human",BW,"slx","8",rare,null,Owned,Non-foil,mainboard,false,,,"","",105943,false,false,"Diego Gisbert"
"Wheel of Fortune",3,"Sorcery",R,"vma","192",rare,Red,Proxied,Non-foil,mainboard,false,,,"","",53245,false,false,"John Matson"
"White Plume Adventurer",3,"Creature - Orc Cleric",W,"clb","49",rare,White,Owned,Non-foil,mainboard,false,,,"","",100096,false,false,"Joseph Weston"
"Wild Growth",1,"Enchantment - Aura",G,"dmr","184",common,Green,Owned,Non-foil,mainboard,false,,,"","",107857,false,false,"Tony Szczudlo"
"Will of the Jeskai",4,"Sorcery",R,"tdc","80",rare,Red,Owned,Non-foil,mainboard,false,,,"","",138893,false,false,"Jessica Fong"
"Windfall",3,"Sorcery",U,"c20","128",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Scott Murphy"
"Winota, Joiner of Forces",4,"Legendary Creature - Human Warrior",RW,"iko","216",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",80441,false,false,"Magali Villeneuve"
"Winter Orb",2,"Artifact",,"ema","234",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",60791,false,false,"Brian Snõddy"
"Wisedrafter's Will",1,"Enchantment",U,"mb2","539",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Ashlea Kelly"
"Wishclaw Talisman",2,"Artifact",B,"eld","110",rare,Black,Owned,Foil,mainboard,false,,,"","",78342,false,false,"Daarken"
"Witch Enchanter",4,"Creature - Human Warlock",W,"mh3","239",uncommon,White,Owned,Non-foil,mainboard,false,,,"","",126501,false,false,"Tyler Walpole"
"Wizard from Beyond",5,"Legendary Enchantment - Background",BGRUW,"ph22","5",mythic,Multicolored,Premium Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Néstor Ossandón Leal"
